Airplane.damage.,Airplane.fate.,DateCrash,YearCrash,First.flight.,AccidentCountry,Nature,Operator,Phase,Departcountry,Destcountry,Type,Total.airframe.hrs.,Status.,FatalCrew,FatalPass,OccupantsCrew,OccupantsPass,FatalTotal,OccupantsTotal
Minor,Repaired,Monday 23 September 2013,2013,1984-04-14  (29 years 6 months),Iran,International Scheduled Passenger,Mahan Air,Takeoff (TOF),Iran,Saudi Arabia,Boeing 747-3B3,NA,Preliminary,0,0,,,0,444
Damaged beyond repair,NA,Wednesday 25 September 2013,2013,1995,Canada,Training,Morningstar Air Express,En route (ENR),Canada,Canada,Cessna 208B Grand Caravan,NA,Preliminary - official,1,0,1,0,1,1
Substantial,Repaired,Friday 27 September 2013,2013,2009-04-21  (4 years 5 months),Switzerland,International Scheduled Passenger,Croatia Airlines,Landing (LDG),Croatia,Switzerland,de Havilland Canada DHC-8-402Q Dash 8,NA,Final,0,0,4,60,0,64
Substantial,Repaired,Sunday 29 September 2013,2013,2010-03-16  (3 years 7 months),Italy,International Scheduled Passenger,Alitalia,Landing (LDG),Spain,Italy,Airbus A320-216,7974,Preliminary - official,0,0,6,151,0,157
Destroyed,Written off (damaged beyond repair),Sunday 29 September 2013,2013,2003,United States of America,Private,CREX-MML LLC,Landing (LDG),United States of America,United States of America,Cessna 525A CitationJet CJ2,NA,Preliminary - official,1,3,1,3,4,4
Destroyed,Written off (damaged beyond repair),Thursday 3 October 2013,2013,1990,Nigeria,Domestic Non Scheduled Passenger,Associated Aviation,Takeoff (TOF),Nigeria,Nigeria,Embraer EMB-120RT Brasilia,NA,Preliminary - official,,,7,13,16,20
Damaged beyond repair,NA,Saturday 5 October 2013,2013,1997,Colombia,Military,United States Air Force - USAF,En route (ENR),?,?,de Havilland Canada DHC-8-202,NA,Preliminary,0,4,2,4,4,6
Unknown,NA,Sunday 6 October 2013,2013,1998-11-16  (14 years 11 months),Thailand,Domestic Scheduled Passenger,Nok Mini Airlines,Landing (LDG),Thailand,Thailand,Saab 340B,NA,Preliminary,0,0,3,25,0,28
Damaged beyond repair,NA,Sunday 6 October 2013,2013,1971,Puerto Rico,Cargo,Air Flamenco,En route (ENR),Puerto Rico,Puerto Rico,Pilatus Britten-Norman BN-2A-8 Islander,NA,Preliminary - official,1,0,1,0,1,1
Damaged beyond repair,NA,Sunday 6 October 2013,2013,1982,Russia,Illegal Flight,Sputnik,En route (ENR),?,?,Antonov 2,NA,#NAME?,0,0,2,0,0,2
Substantial,Written off (damaged beyond repair),Thursday 10 October 2013,2013,1983,Malaysia,Domestic Scheduled Passenger,MASwings,Landing (LDG),Malaysia,Malaysia,de Havilland Canada DHC-6 Twin Otter 310,56828,Final,1,1,2,14,2,16
Destroyed,Written off (damaged beyond repair),Thursday 10 October 2013,2013,1969,Ukraine,Illegal Flight,private,Landing (LDG),?,?,Antonov 2T,NA,Preliminary,2,0,2,0,2,2
Destroyed,Written off (damaged beyond repair),Friday 11 October 2013,2013,1994,Tanzania,Domestic Non Scheduled Passenger,Shine Aviation,Takeoff (TOF),Tanzania,Tanzania,Cessna 208B Grand Caravan,NA,Preliminary,0,0,2,1,0,3
Destroyed,Written off (damaged beyond repair),Monday 14 October 2013,2013,2002,Mexico,Domestic Scheduled Passenger,AereoServicio Guerrero,En route (ENR),Mexico,Mexico,Cessna 208B Grand Caravan,NA,Preliminary,1,13,1,13,14,14
Substantial,NA,Tuesday 15 October 2013,2013,2009,United States of America,Ferry/positioning,Executive AirShare,Landing (LDG),United States of America,United States of America,Embraer EMB-500 Phenom 100,2294,Final,0,0,2,0,0,2
Destroyed,Written off (damaged beyond repair),Wednesday 16 October 2013,2013,2013-03-06  (7 months),Laos,Domestic Scheduled Passenger,Lao Airlines,Approach (APR),Laos,Laos,ATR-72-212A (ATR-72-600),758,Final,5,44,5,44,49,49
Substantial,Repaired,Wednesday 16 October 2013,2013,1969,Canada,Cargo,Wasaya Airways,Taxi (TXI),Canada,Canada,Hawker Siddeley HS-748-209 Srs.2A,NA,Preliminary - official,0,0,3,0,0,3
Destroyed,Written off (damaged beyond repair),Friday 18 October 2013,2013,1975,United States of America,Executive,Dufresne Inc.,En route (ENR),United States of America,United States of America,Cessna 500 Citation I,NA,Preliminary - official,1,1,1,1,2,2
Substantial,Written off (damaged beyond repair),Saturday 19 October 2013,2013,1985-02-07  (28 years 9 months),Philippines,Domestic Non Scheduled Passenger,SkyJet Airlines,Landing (LDG),Philippines,Philippines,British Aerospace BAe-146-200,NA,Preliminary,0,0,7,68,0,75
Substantial,Written off (damaged beyond repair),Saturday 19 October 2013,2013,1988-03-21  (25 years 7 months),Papua New Guinea,Cargo,Air Niugini,Takeoff (TOF),Papua New Guinea,Papua New Guinea,ATR-42-320F,NA,Preliminary - official,0,0,3,0,0,3
Substantial,Repaired,Monday 21 October 2013,2013,2000,United States of America,Domestic Scheduled Passenger,Mokulele Airlines,Takeoff (TOF),United States of America,United States of America,Cessna 208B Grand Caravan,11828,Final,0,0,2,8,0,10
Substantial,NA,Wednesday 23 October 2013,2013,1990,United States of America,Domestic Scheduled Passenger,ERA Aviation,Landing (LDG),United States of America,United States of America,Beechcraft 1900C,29841,Final,0,0,2,13,0,15
Substantial,NA,Friday 25 October 2013,2013,1968-10-04  (45 years 1 months),France,Cargo,NA,Unknown (UNK),France,France,Fokker F-27 Friendship 500F,NA,Preliminary - official,0,0,2,0,0,2
Damaged beyond repair,NA,Saturday 26 October 2013,2013,,Russia,Private,private,Unknown (UNK),?,?,Antonov 2,NA,,2,0,2,2,2,4
Substantial,NA,Tuesday 29 October 2013,2013,2012,Indonesia,Unknown,Pegasus Air Services,Landing (LDG),?,Indonesia,Cessna 208B Grand Caravan,NA,Preliminary,0,0,,,0,
Destroyed,Written off (damaged beyond repair),Sunday 3 November 2013,2013,1989,Bolivia,Domestic Scheduled Passenger,Aerocon,Landing (LDG),Bolivia,Bolivia,Swearingen SA227-AC Metro III,NA,Preliminary,0,8,2,16,8,18
Substantial,Written off (damaged beyond repair),Sunday 3 November 2013,2013,1982,United Kingdom,Survey/research,Channel Islands Air Search - CIAS,En route (ENR),United Kingdom,United Kingdom,Pilatus Britten-Norman BN-2B-21 Islander,NA,Preliminary - official,0,0,1,4,0,5
Destroyed,Written off (damaged beyond repair),Monday 4 November 2013,2013,1969,Venezuela,Illegal Flight,Unknown,Standing (STD),Netherlands Antilles,Honduras,Hawker Siddeley DH-125-400A,NA,Preliminary,0,0,2,1,0,3
Destroyed,Written off (damaged beyond repair),Sunday 10 November 2013,2013,1991,Canada,Domestic Scheduled Passenger,Bearskin Airlines,Approach (APR),Canada,Canada,Swearingen SA227-AC Metro III,35474,Final,2,3,2,5,5,7
Destroyed,Written off (damaged beyond repair),Sunday 17 November 2013,2013,1990-06-18  (23 years 5 months),Russia,Domestic Scheduled Passenger,Tatarstan Airlines,Approach (APR),Russia,Russia,Boeing 737-53A,NA,Preliminary - official,6,44,6,44,50,50
Substantial,NA,Sunday 17 November 2013,2013,,Congo (Democratic Republic),Unknown,Air Kasai,Landing (LDG),Congo (Democratic Republic),?,Antonov 2R,NA,,0,0,,,0,
Destroyed,Written off (damaged beyond repair),Tuesday 19 November 2013,2013,1979,United States of America,Unknown,Aero J.L.,Initial climb (ICL),United States of America,Mexico,Learjet 35A,NA,Preliminary - official,2,2,2,2,4,4
Substantial,NA,Friday 22 November 2013,2013,1991,United States of America,Domestic Non Scheduled Passenger,Era Alaska,Landing (LDG),United States of America,United States of America,Beechcraft 1900C-1,35402,Final,0,0,2,1,0,3
Substantial,Repaired,Sunday 24 November 2013,2013,1998,Brazil,Cargo,Lufthansa Cargo,Landing (LDG),Senegal,Brazil,McDonnell Douglas MD-11F,66274,Preliminary - official,0,0,3,0,0,3
Substantial,Written off (damaged beyond repair),Monday 25 November 2013,2013,2007,Papua New Guinea,Domestic Non Scheduled Passenger,Tropicair,En route (ENR),Papua New Guinea,Papua New Guinea,Cessna 208B Grand Caravan,NA,Preliminary - official,0,3,1,9,3,10
Substantial,NA,Monday 25 November 2013,2013,1989,Vietnam,"Aerial Work (Calibration, Photo)",Vietnam Air Services Company (VASCO),Landing (LDG),Vietnam,Vietnam,Beechcraft B200 Super King Air,NA,Preliminary,0,0,3,6,0,9
Substantial,NA,Monday 25 November 2013,2013,1955,United States of America,Cargo,Everts Air Cargo,En route (ENR),United States of America,United States of America,Douglas C-118A Liftmaster (DC-6A),NA,Final,0,0,3,0,0,3
Destroyed,Written off (damaged beyond repair),Friday 29 November 2013,2013,2012,Namibia,International Scheduled Passenger,Linhas Aéreas de Moçambique - LAM,En route (ENR),Mozambique,Angola,Embraer ERJ 190-100 IGW (ERJ-190AR),2905,Preliminary - official,6,27,6,27,33,33
Destroyed,Written off (damaged beyond repair),Friday 29 November 2013,2013,1998,United States of America,Domestic Scheduled Passenger,Era Alaska,Approach (APR),United States of America,United States of America,Cessna 208B Grand Caravan,NA,Preliminary - official,1,3,1,9,4,10
Substantial,Repaired,Friday 29 November 2013,2013,2013,Japan,Domestic Scheduled Passenger,ANA Wings,Approach (APR),Japan,Japan,Bombardier DHC-8-402Q Dash 8,811,Final,0,0,5,36,0,41
Substantial,NA,Saturday 30 November 2013,2013,1985,Namibia,Military,Namibian Air Force,Landing (LDG),?,Namibia,Antonov 26B,NA,Preliminary,0,0,,,0,
Destroyed,Written off (damaged beyond repair),Monday 2 December 2013,2013,1986,Puerto Rico,Cargo,IBC Airways,En route (ENR),Dominican Republic,Puerto Rico,Swearingen SA227-AC Metro III,NA,Preliminary - official,2,0,2,0,2,2
Substantial,NA,Monday 2 December 2013,2013,2002,United States of America,Domestic Non Scheduled Passenger,NetJets,En route (ENR),United States of America,United States of America,Cessna 560 Citation Encore,NA,Preliminary - official,0,0,2,1,0,3
Substantial,Repaired,Tuesday 3 December 2013,2013,1995-06-20  (18 years 6 months),United Kingdom,International Scheduled Passenger,Swiss International Air Lines,Landing (LDG),Switzerland,United Kingdom,Airbus A320-214,NA,Final,0,0,7,57,0,64
Damaged beyond repair,NA,Wednesday 4 December 2013,2013,1986-12-13  (26 years 12 months),Nigeria,Cargo,NA,Landing (LDG),?,Nigeria,Boeing 747-281BSF,NA,Preliminary,0,0,6,0,0,6
Minor,Repaired,Thursday 5 December 2013,2013,1992-10-20  (21 years 2 months),Spain,International Scheduled Passenger,Delta Air Lines,Landing (LDG),Spain,United States of America,Boeing 767-332ER (WL),NA,Preliminary - official,0,0,11,192,0,203
Damaged beyond repair,NA,Wednesday 4 December 2013,2013,1974,Brazil,Ambulance,Heringer Táxi Aéreo,En route (ENR),?,Brazil,Britten-Norman BN-2A-3 Islander,NA,Preliminary,2,3,2,3,5,5
Unknown,NA,Tuesday 10 December 2013,2013,2004,United Kingdom,Int'l Non Scheduled Passenger,Alpha Star Aviation Services,Landing (LDG),Saudi Arabia,United Kingdom,Gulfstream G550,NA,Final,0,0,2,3,0,5
Substantial,NA,Tuesday 10 December 2013,2013,1978,Bolivia,Domestic Scheduled Passenger,Transporte Aéreo Militar - TAM,Initial climb (ICL),Bolivia,Bolivia,Fokker F-27 Friendship 400M,NA,Preliminary,0,0,,,0,25
Substantial,NA,Wednesday 11 December 2013,2013,2002,United States of America,Domestic Scheduled Passenger,Makani Kai Air,Initial climb (ICL),United States of America,United States of America,Cessna 208B Grand Caravan,NA,Preliminary - official,0,1,1,8,1,9
Minor,Repaired,Friday 13 December 2013,2013,1995-06-26  (18 years 6 months),Netherlands,International Scheduled Passenger,US Airways,Taxi (TXI),United States of America,Netherlands,Boeing 757-2B7 (WL),NA,Final,0,0,,,0,
Substantial,Repaired,Friday 13 December 2013,2013,2008-02-20  (5 years 10 months),Netherlands,International Scheduled Passenger,KLM Royal Dutch Airlines,Standing (STD),Netherlands,Italy,Boeing 737-8K2 (WL),NA,Final,0,0,,,0,
Destroyed,Written off (damaged beyond repair),Tuesday 17 December 2013,2013,2003,United States of America,Private,"Mallen Industries, Inc.",Approach (APR),United States of America,United States of America,Raytheon 390 Premier I,713,Final,1,1,1,1,2,2
Unknown,NA,Thursday 19 December 2013,2013,1998-01-19  (15 years 11 months),South Sudan,Unknown,Nova Airways,Landing (LDG),Sudan,South Sudan,Boeing 737-58E,NA,Preliminary,0,0,,,0,
Substantial,Written off (damaged beyond repair),Sunday 22 December 2013,2013,1990-05-30  (23 years 7 months),South Africa,International Scheduled Passenger,British Airways,Taxi (TXI),South Africa,United Kingdom,Boeing 747-436,110578,Final,0,0,17,185,0,202
Substantial,Written off (damaged beyond repair),Monday 23 December 2013,2013,2000,United States of America,Ferry/positioning,Southern Cross Aviation,Standing (STD),United States of America,?,Learjet 45,NA,#NAME?,0,0,,,0,
Substantial,Written off (damaged beyond repair),Thursday 26 December 2013,2013,1963,Russia,Cargo,Irkut,Approach (APR),Russia,Russia,Antonov 12,NA,Preliminary,6,3,6,3,9,9
Substantial,NA,Tuesday 31 December 2013,2013,2010,United Kingdom,Private,private,En route (ENR),United Kingdom,Spain,Cessna 525A CitationJet CJ2+,NA,Final,0,0,1,1,0,2
Substantial,Repaired,Friday 3 January 2014,2014,2012-11-16  (1 year 2 months),United States of America,Domestic Scheduled Passenger,Southwest Airlines,Landing (LDG),United States of America,United States of America,Boeing 737-8H4 (WL),NA,#NAME?,0,0,,,0,
Substantial,NA,Sunday 5 January 2014,2014,1997-01-15  (16 years 12 months),Saudi Arabia,International Scheduled Passenger,NA,Landing (LDG),Iran,Saudi Arabia,Boeing 767-3W0ER,NA,Preliminary,0,0,16,299,0,315
Destroyed,Written off (damaged beyond repair),Sunday 5 January 2014,2014,1994,United States of America,Private,Vineland Corporation,Landing (LDG),United States of America,United States of America,Canadair CL-600-2B16 Challenger 601-3R,NA,Preliminary - official,1,0,2,1,1,3
Substantial,NA,Sunday 5 January 2014,2014,1994-02-11  (19 years 11 months),India,Domestic Scheduled Passenger,Air India,Landing (LDG),India,India,Airbus A320-231,NA,Preliminary,0,0,6,173,0,179
Minor,NA,Tuesday 7 January 2014,2014,1988-11-23  (25 years 2 months),South Sudan,Domestic Scheduled Passenger,South Supreme Airlines,Landing (LDG),South Sudan,South Sudan,Fokker 50,NA,Preliminary,0,0,,,0,
Damaged beyond repair,NA,Friday 10 January 2014,2014,,Afghanistan,Military,United States Army,En route (ENR),?,?,Beechcraft 300 King Air (MARSS),NA,Preliminary,3,0,3,0,3,3
Destroyed,Written off (damaged beyond repair),Sunday 12 January 2014,2014,1981,Germany,Unknown,private,Approach (APR),United Kingdom,Germany,Cessna 501 Citation I/SP,4282,Preliminary - official,2,2,2,2,4,4
Substantial,Repaired,Tuesday 14 January 2014,2014,2003,United States of America,Test,NetJets,En route (ENR),United States of America,United States of America,Gulfstream 200,7493,Final,0,0,2,0,0,2
Unknown,NA,Saturday 18 January 2014,2014,1968-02-28  (45 years 11 months),Mexico,Cargo,Aeronaves TSM,Landing (LDG),Mexico,Mexico,McDonnell Douglas DC-9-33RC,NA,Preliminary,0,0,,,0,
Destroyed,Written off (damaged beyond repair),Saturday 18 January 2014,2014,2000,Guyana,Cargo,Trans Guyana Airways,En route (ENR),Guyana,Guyana,Cessna 208B Grand Caravan,NA,Preliminary,2,0,2,0,2,2
Substantial,Written off (damaged beyond repair),Monday 20 January 2014,2014,1977-07-09  (36 years 7 months),Romania,Ambulance,Scoala Superioara de Aviatie Civila,En route (ENR),Romania,Romania,IRMA/Britten-Norman BN-2A-27 Islander,3335,Final,1,1,2,5,2,7
Damaged beyond repair,NA,Monday 20 January 2014,2014,1990,Ethiopia,Ferry/positioning,Unknown,Approach (APR),Uganda,Yemen,Antonov 28,NA,Preliminary,0,0,2,0,0,2
Substantial,NA,Wednesday 22 January 2014,2014,1974,Denmark,Ferry/positioning,L'Easy,Takeoff (TOF),Denmark,France,Cessna 500 Citation I,NA,Final,0,0,2,0,0,2
Substantial,Written off (damaged beyond repair),Sunday 26 January 2014,2014,1988-01-08  (26 years ),Solomon Islands,Cargo,NA,Landing (LDG),Australia,Solomon Islands,Boeing 737-3B7 (SF),NA,Final,0,0,3,0,0,3
Substantial,Written off (damaged beyond repair),Tuesday 28 January 2014,2014,1994-12-02  (19 years 2 months),France,International Scheduled Passenger,NA,Landing (LDG),Germany,France,Saab 2000,NA,Preliminary - official,0,0,3,16,0,19
Substantial,Written off (damaged beyond repair),Wednesday 29 January 2014,2014,1997-02-15  (16 years 12 months),Greenland,Domestic Scheduled Passenger,Air Greenland,Landing (LDG),Greenland,Greenland,de Havilland Canada DHC-8-202Q,29947,Final,0,0,3,12,0,15
Substantial,Repaired,Friday 31 January 2014,2014,1988,United States of America,Domestic Scheduled Passenger,Delta Air Lines,Standing (STD),United States of America,United States of America,McDonnell Douglas MD-88,65507,Final,0,0,5,139,0,144
Substantial,Repaired,Saturday 1 February 2014,2014,2007-05-30  (6 years 8 months),Indonesia,Domestic Scheduled Passenger,Lion Air,Landing (LDG),Indonesia,Indonesia,Boeing 737-9GPER (WL),21840,Preliminary - official,0,0,7,215,0,222
Substantial,NA,Sunday 2 February 2014,2014,1994-01-04  (20 years 1 months),Tajikistan,International Scheduled Passenger,East Air,Landing (LDG),Russia,Tajikistan,Airbus A320-231,54604,Final,0,0,5,187,0,192
Substantial,Written off (damaged beyond repair),Monday 3 February 2014,2014,1998,United States of America,Executive,"Brink Constructors, Inc.",Approach (APR),United States of America,United States of America,Cessna 525 CitationJet,NA,Preliminary - official,0,0,1,6,0,7
Substantial,NA,Tuesday 4 February 2014,2014,2010,China,Domestic Scheduled Passenger,Joy Air,Landing (LDG),China,China,Xian MA60,NA,Preliminary,0,0,7,37,0,44
Substantial,NA,Thursday 6 February 2014,2014,2013,Russia,Domestic Scheduled Passenger,Chukotavia,Landing (LDG),Russia,Russia,Viking Air DHC-6 Twin Otter 400,NA,Preliminary,0,0,2,7,0,9
None,NA,Friday 7 February 2014,2014,2009-11-14  (4 years 3 months),Turkey,International Scheduled Passenger,Pegasus Airlines,En route (ENR),Ukraine,Turkey,Boeing 737-86J (WL),NA,Preliminary,0,0,,,0,110
Substantial,NA,Monday 10 February 2014,2014,2007,South Africa,Domestic Non Scheduled Passenger,Federal Air,Taxi (TXI),South Africa,South Africa,Cessna 208B Grand Caravan,3266,Final,0,0,2,11,0,13
Damaged beyond repair,NA,Tuesday 11 February 2014,2014,1982,Algeria,Military,Al Quwwat al-Jawwiya al-Jaza'eriya,Approach (APR),Algeria,Algeria,Lockheed C-130H-30 Hercules,NA,,4,72,4,73,76,77
Substantial,NA,Wednesday 12 February 2014,2014,1980,Russia,Ferry/positioning,Sirius-Aero,Landing (LDG),Russia,Russia,Hawker Siddeley HS-125-700B,NA,Preliminary,0,0,2,0,0,2
Substantial,Written off (damaged beyond repair),Wednesday 12 February 2014,2014,1989-10-23  (24 years 4 months),Ireland,-,Aer Arann,Standing (STD),-,-,ATR 42-300,NA,#NAME?,0,0,0,0,0,0
Damaged beyond repair,NA,Saturday 15 February 2014,2014,,Japan,-,United States Navy,Standing (STD),-,-,Lockheed P-3C Orion,NA,#NAME?,0,0,0,0,0,0
Damaged beyond repair,NA,Saturday 15 February 2014,2014,1983,Bahamas,Executive,Kelly Panteluk Construction Ltd.,Landing (LDG),United States of America,Bahamas,Cessna 501 Citation I/SP,NA,Preliminary,0,0,,,0,
Destroyed,Written off (damaged beyond repair),Sunday 16 February 2014,2014,1971,Nepal,Domestic Scheduled Passenger,Nepal Airlines,En route (ENR),Nepal,Nepal,de Havilland Canada DHC-6 Twin Otter 300,43947,Final,3,15,3,15,18,18
None,NA,Monday 17 February 2014,2014,2000-02-18  (14 years ),Switzerland,International Scheduled Passenger,Ethiopian Airlines,En route (ENR),Ethiopia,Italy,Boeing 767-3BGER,NA,,0,0,,,0,202
Destroyed,Written off (damaged beyond repair),Monday 17 February 2014,2014,1980-06-20  (33 years 8 months),South Sudan,Cargo,NA,Landing (LDG),South Sudan,South Sudan,British Aerospace BAe-748-371 LFD Srs. 2B,NA,Preliminary,0,1,2,2,1,4
Substantial,Repaired,Monday 17 February 2014,2014,1998-08-03  (15 years 7 months),Portugal,International Scheduled Passenger,Jet2,Landing (LDG),United Kingdom,Portugal,Boeing 737-8K2 (WL),NA,Preliminary - official,0,0,7,175,0,182
